original,new
AY24 CTGL Self-Assessment (Required) [Total Pts: 0 Complete/Incomplete] |410536,AY24 CTGL Self-Assessment
AY24 CTGL Self-Assessment (Required) [Total Pts: 0 Complete/Incomplete] |425756,AY24 CTGL Self-Assessment
AY24 L100 Remediation [Total Pts: 100 Score] |428323,AY24 L100 Remediation
Availability,Availability
Average [Total Pts: up to 100 Percentage] |412813,Average
C100A1 IDP [Total Pts: 100 Pass/Fail] |402930,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |402958,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403014,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403042,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403070,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403098,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403126,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403154,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403182,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403210,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403238,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403266,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403294,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403322,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403350,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403378,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403406,C100A1 IDP
C100A1 IDP [Total Pts: 100 Pass/Fail] |403434,C100A1 IDP
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |402923,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |402951,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403007,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403035,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403063,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403091,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403119,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403147,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403175,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403203,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403231,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403259,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403287,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403315,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403343,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403371,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403399,C100F - Final Grade (Pass/Fail)
C100F - Final Grade (Pass/Fail) [Total Pts: 100 Pass/Fail] |403427,C100F - Final Grade (Pass/Fail)
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |402933,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403045,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403073,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403101,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403129,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403157,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403185,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403213,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403241,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403297,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403325,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403353,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403381,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403409,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Pass/Fail] |403437,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Score] |402961,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Score] |403017,C171A1 Argumentative Essay
C171A1 Argumentative Essay [Total Pts: 100 Score] |403269,C171A1 Argumentative Essay
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |402937,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |402965,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403021,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403049,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403077,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403105,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403133,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403161,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403189,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403217,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403245,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403273,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403301,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403329,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403357,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403385,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403413,C172A1 Info Brief
C172A1 Info Brief [Total Pts: 100 Pass/Fail] |403441,C172A1 Info Brief
C200A1 Test 2 Essay [Total Pts: 100 Score] |409397,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |409424,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |409474,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |409524,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |409574,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |409624,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |409674,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |409724,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |409774,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |409824,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |409874,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |409924,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |409974,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |410024,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |410074,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |410124,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |410174,C200A1 Test 2 Essay
C200A1 Test 2 Essay [Total Pts: 100 Score] |410224,C200A1 Test 2 Essay
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409402,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409426,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409476,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409526,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409576,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409626,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409676,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409726,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409776,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409826,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409876,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409926,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |409976,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |410026,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |410076,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |410126,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |410176,C200B1 Test 1 IMS Students
C200B1 Test 1 IMS Students [Total Pts: 100 Score] |410226,C200B1 Test 1 IMS Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409399,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409425,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409475,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409525,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409575,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409625,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409675,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409725,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409775,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409825,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409875,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409925,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |409975,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |410025,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |410075,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |410125,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |410175,C200B1 Test 1 US Students
C200B1 Test 1 US Students [Total Pts: 100 Score] |410225,C200B1 Test 1 US Students
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409284,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409317,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409430,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409480,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409530,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409580,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409630,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409680,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409730,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409780,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409830,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409880,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409930,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |409980,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |410030,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |410080,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |410130,C200P1 (C299) Contribution to Group Learning
C200P1 (C299) Contribution to Group Learning [Total Pts: 100 Score] |410180,C200P1 (C299) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409385,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409420,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409470,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409520,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409570,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409620,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409670,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409720,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409770,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409820,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409870,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409920,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |409970,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |410020,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |410070,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |410120,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |410170,C200P2 (C201-C206) Contribution to Group Learning
C200P2 (C201-C206) Contribution to Group Learning [Total Pts: 100 Score] |410220,C200P2 (C201-C206) Contribution to Group Learning
C300A1 Test 2 [Total Pts: 100 Score] |411821,C300A1 Test 2 
C300A1 Test 2 [Total Pts: 100 Score] |411864,C300A1 Test 3
C300A1 Test 2 [Total Pts: 100 Score] |411950,C300A1 Test 4
C300A1 Test 2 [Total Pts: 100 Score] |411993,C300A1 Test 5
C300A1 Test 2 [Total Pts: 100 Score] |412036,C300A1 Test 6
C300A1 Test 2 [Total Pts: 100 Score] |412079,C300A1 Test 7
C300A1 Test 2 [Total Pts: 100 Score] |412122,C300A1 Test 8
C300A1 Test 2 [Total Pts: 100 Score] |412165,C300A1 Test 9
C300A1 Test 2 [Total Pts: 100 Score] |412208,C300A1 Test 10
C300A1 Test 2 [Total Pts: 100 Score] |412263,C300A1 Test 11
C300A1 Test 2 [Total Pts: 100 Score] |412294,C300A1 Test 12
C300A1 Test 2 [Total Pts: 100 Score] |412337,C300A1 Test 13
C300A1 Test 2 [Total Pts: 100 Score] |412380,C300A1 Test 14
C300A1 Test 2 [Total Pts: 100 Score] |412423,C300A1 Test 15
C300A1 Test 2 [Total Pts: 100 Score] |412466,C300A1 Test 16
C300A1 Test 2 [Total Pts: 100 Score] |412509,C300A1 Test 17
C300A1 Test 2 [Total Pts: 100 Score] |412552,C300A1 Test 18
C300A1 Test 2 [Total Pts: 100 Score] |412595,C300A1 Test 19
C300B1 Test 1 - IMSD Students [Total Pts: 100 Percentage] |411820,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |411863,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |411949,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |411992,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412035,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412078,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412121,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412164,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412207,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412260,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412293,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412336,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412379,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412422,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412465,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412508,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412551,C300B1 Test 1 - IMS Students
C300B1 Test 1 - IMSD Students [Total Pts: 100 Score] |412594,C300B1 Test 1 - IMS Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |411819,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |411862,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |411948,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |411991,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412034,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412077,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412120,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412163,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412206,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412257,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412292,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412335,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412378,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412421,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412464,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412507,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412550,C300B1 Test 1 - US Students
C300B1 Test 1 - US Students [Total Pts: 100 Score] |412593,C300B1 Test 1 - US Students
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |411784,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |411827,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |411913,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |411956,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |411999,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412042,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412085,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412128,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412171,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412214,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412251,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412300,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412343,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412386,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412429,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412472,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412515,C300P Contribution to Group Learning (C301-C313)
C300P Contribution to Group Learning (C301-C313) [Total Pts: 100 Score] |412558,C300P Contribution to Group Learning (C301-C313)
C400 Quizzes [Total Pts: up to 100 Score] |417671,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |417770,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |417968,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |418067,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |418166,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |418265,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |418364,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |418463,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |418562,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |418661,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |418760,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |418859,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |418958,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |419057,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |419156,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |419255,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |419354,C400 Quizzes
C400 Quizzes [Total Pts: up to 100 Score] |419453,C400 Quizzes
C400 Remedial Exam [Total Pts: 0 Score] |417704,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |417803,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |418001,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |418100,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |418199,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |418298,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |418397,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |418496,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |418595,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |418694,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |418793,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |418892,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |418991,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |419090,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |419189,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |419288,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |419387,C400 Remedial Exam
C400 Remedial Exam [Total Pts: 0 Score] |419486,C400 Remedial Exam
C400B Final Exam (IMS) [Total Pts: 100 Score] |417703,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |417802,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |418000,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |418099,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |418198,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |418297,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |418396,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |418495,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |418594,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |418693,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |418792,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |418891,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |418990,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |419089,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |419188,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |419287,C400B Final Exam (IMS)
C400B Final Exam (IMS) [Total Pts: 100 Score] |419386,C400B Final Exam (IMS)
